"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Cwc22",3.88287875921416e-28,-1.54334564606804,0.353,0.72,9.72544642820369e-24,"Cwc22","OPCs","PTZvsSAL_24hr","Down","Sig"
"mt-Atp6",8.98866108748959e-13,1.06253821755241,0.605,0.355,2.25138994258352e-08,"mt-Atp6","OPCs","PTZvsSAL_24hr","Up","Sig"
"mt-Nd1",1.50605293581348e-11,1.30468652415689,0.486,0.282,3.77221078833202e-07,"mt-Nd1","OPCs","PTZvsSAL_24hr","Up","Sig"
"mt-Co3",2.46973531031806e-10,1.00750664976473,0.672,0.453,6.18594603175364e-06,"mt-Co3","OPCs","PTZvsSAL_24hr","Up","Sig"
"mt-Co2",4.75667575539556e-08,0.891773809362468,0.593,0.404,0.00119140457645393,"mt-Co2","OPCs","PTZvsSAL_24hr","Up","Sig"
"Gm42418",7.76087827007738e-08,-0.422671307829337,0.93,0.979,0.00194386718030628,"Gm42418","OPCs","PTZvsSAL_24hr","Down","Sig"
"Camk1d",1.16792092256607e-06,-0.696982302153101,0.495,0.658,0.0292529153475122,"Camk1d","OPCs","PTZvsSAL_24hr","Down","Sig"
"mt-Co1",1.5782671759074e-06,0.851043619181414,0.52,0.345,0.0395308579549527,"mt-Co1","OPCs","PTZvsSAL_24hr","Up","Sig"
"Npas3",0.000275508596675796,-0.201825734950601,0.942,0.987,1,"Npas3","OPCs","PTZvsSAL_24hr","Down","Sig"
"Nalcn",0.000738344761266414,-0.297006107830107,0.477,0.624,1,"Nalcn","OPCs","PTZvsSAL_24hr","Down","Sig"
"Cacna1a",0.000902617630966306,0.595495201143944,0.498,0.399,1,"Cacna1a","OPCs","PTZvsSAL_24hr","Up","Sig"
"Tuba1a",0.000910704470624764,0.769440790330555,0.398,0.313,1,"Tuba1a","OPCs","PTZvsSAL_24hr","Up","Sig"
"Chl1",0.000961580028793842,-0.495155069453545,0.441,0.58,1,"Chl1","OPCs","PTZvsSAL_24hr","Down","Sig"
"Thsd7b",0.002148381554711,-0.574278332792136,0.383,0.492,1,"Thsd7b","OPCs","PTZvsSAL_24hr","Down","Sig"
"Rps6kb1",0.00243131653548858,0.638930342745507,0.307,0.21,1,"Rps6kb1","OPCs","PTZvsSAL_24hr","Up","Sig"
"Asxl3",0.00249354012744848,-0.852697826882374,0.176,0.29,1,"Asxl3","OPCs","PTZvsSAL_24hr","Down","Sig"
"Slc9a9",0.00258488938204502,-0.294329054376428,0.471,0.606,1,"Slc9a9","OPCs","PTZvsSAL_24hr","Down","Sig"
"Rasgrf1",0.00296537091834775,-0.885808371331962,0.164,0.275,1,"Rasgrf1","OPCs","PTZvsSAL_24hr","Down","Sig"
"Nkain3",0.00341303142886578,-0.425196726468425,0.623,0.705,1,"Nkain3","OPCs","PTZvsSAL_24hr","Down","Sig"
"mt-Cytb",0.00348337562451156,0.547582839733025,0.371,0.316,1,"mt-Cytb","OPCs","PTZvsSAL_24hr","Up","Sig"
"Inpp4b",0.00401921095460908,-0.748070448666012,0.292,0.391,1,"Inpp4b","OPCs","PTZvsSAL_24hr","Down","Sig"
"mt-Nd2",0.00527833599336279,0.496093510658486,0.322,0.223,1,"mt-Nd2","OPCs","PTZvsSAL_24hr","Up","Sig"
"Asic2",0.00532499403848746,-0.340268466263092,0.565,0.689,1,"Asic2","OPCs","PTZvsSAL_24hr","Down","Sig"
"Fus",0.00548326327329123,0.470266056407063,0.401,0.376,1,"Fus","OPCs","PTZvsSAL_24hr","Up","Sig"
"mt-Nd4",0.00549546467995589,0.787770546588415,0.316,0.22,1,"mt-Nd4","OPCs","PTZvsSAL_24hr","Up","Sig"
"Sgcd",0.00676340974575636,-0.27022402901685,0.878,0.938,1,"Sgcd","OPCs","PTZvsSAL_24hr","Down","Sig"
"Wdr17",0.00721420950002998,-0.411986415802711,0.301,0.42,1,"Wdr17","OPCs","PTZvsSAL_24hr","Down","Sig"
"Phlpp1",0.00733918418917087,-0.311349518451911,0.502,0.624,1,"Phlpp1","OPCs","PTZvsSAL_24hr","Down","Sig"
"Uty",0.00755310039486742,0.455338800077614,0.511,0.407,1,"Uty","OPCs","PTZvsSAL_24hr","Up","Sig"
"Ctnna3",0.00855659172263224,-0.502224597942873,0.298,0.412,1,"Ctnna3","OPCs","PTZvsSAL_24hr","Down","Sig"
"Schip1",0.00975634321648148,-0.479021334950144,0.498,0.562,1,"Schip1","OPCs","PTZvsSAL_24hr","Down","Sig"
"Znrf1",0.0103608869500184,0.723598512990572,0.274,0.194,1,"Znrf1","OPCs","PTZvsSAL_24hr","Up","Sig"
"Parp8",0.0107815319201122,-0.246288789575334,0.429,0.549,1,"Parp8","OPCs","PTZvsSAL_24hr","Down","Sig"
