"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",4.72438937832566e-40,-0.850405547431467,1,1,1.18331780758923e-35,"Gm42418","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"AY036118",6.35147700368253e-35,-1.26144603850462,0.918,0.938,1.59085444511236e-30,"AY036118","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Tuba1a",3.07450625462804e-23,-1.61175936294401,0.872,0.85,7.70071581596686e-19,"Tuba1a","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Tubb2a",3.05922679127062e-21,-1.85792005389619,0.571,0.739,7.66244534409552e-17,"Tubb2a","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Gm47283",4.23031051008755e-21,-2.01921519700523,0.662,0.751,1.05956587346163e-16,"Gm47283","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Upp2",2.67052165475017e-20,1.05577431095926,0.676,0.232,6.68885558865274e-16,"Upp2","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Ubb",1.58680365946941e-17,-2.88101458838521,0.164,0.469,3.97446712587304e-13,"Ubb","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Gm12160",2.47003356880624e-17,2.43155315679206,0.292,0.035,6.18669307978898e-13,"Gm12160","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Zfp949",8.18468895884686e-17,1.69662390638973,0.379,0.079,2.05001904352237e-12,"Zfp949","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Sema3c",1.94664244401919e-16,1.27427389800572,0.425,0.1,4.87575532953486e-12,"Sema3c","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"5031425E22Rik",1.02933951875223e-15,0.902414468337602,0.703,0.264,2.57818669261872e-11,"5031425E22Rik","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"mt-Co3",4.00390508803871e-15,-1.41192965634744,0.658,0.76,1.00285810740106e-10,"mt-Co3","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Palmd",7.66167570480086e-15,1.14099775213759,0.525,0.176,1.91901991378147e-10,"Palmd","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Tubb2b",1.25676777420054e-14,-2.22371893048758,0.466,0.61,3.14782624404009e-10,"Tubb2b","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Hspa8",1.47233876158708e-14,-1.88132760356733,0.484,0.625,3.68776689614717e-10,"Hspa8","L23ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Spink10",2.49541855338295e-14,1.2948415777179,0.411,0.111,6.25027485065827e-10,"Spink10","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Pabpc1",1.24436143371266e-13,0.795186740189398,0.662,0.276,3.11675208302011e-09,"Pabpc1","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Meg3",1.46307968897053e-13,0.279617891978704,1,1,3.66457569696449e-09,"Meg3","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Sap130",1.5173944411856e-13,0.831277438069967,0.58,0.22,3.80061785683758e-09,"Sap130","L23ExcitatoryNeurons","24hrvs1hr_SAL","Up"
