"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",2.37172868678124e-36,-0.948964341674812,0.99,1,5.94046884178098e-32,"Gm42418","CGE","24hrvs1hr_SAL","Down"
"Tuba1a",3.64145308999099e-19,-1.52718471128978,0.668,0.85,9.12074755450044e-15,"Tuba1a","CGE","24hrvs1hr_SAL","Down"
"AY036118",2.02249611085658e-17,-1.24883132690649,0.749,0.85,5.06574600886247e-13,"AY036118","CGE","24hrvs1hr_SAL","Down"
"Tubb2a",2.1320938355773e-17,-1.994344731946,0.387,0.673,5.34025542997047e-13,"Tubb2a","CGE","24hrvs1hr_SAL","Down"
"Gm47283",1.1193648257049e-13,-2.07238330353917,0.417,0.64,2.80367307894307e-09,"Gm47283","CGE","24hrvs1hr_SAL","Down"
"mt-Co3",1.10172045052929e-12,-1.2293719057024,0.628,0.79,2.75947921244072e-08,"mt-Co3","CGE","24hrvs1hr_SAL","Down"
"Ubb",7.97353556580876e-12,-3.22887423514328,0.095,0.36,1.99713145316812e-07,"Ubb","CGE","24hrvs1hr_SAL","Down"
"mt-Co1",6.92731505180892e-10,-1.51119457879339,0.482,0.65,1.73508460102658e-05,"mt-Co1","CGE","24hrvs1hr_SAL","Down"
"mt-Nd2",2.25967630359092e-09,-1.6127647883979,0.307,0.537,5.65981123760418e-05,"mt-Nd2","CGE","24hrvs1hr_SAL","Down"
"Gm49179",3.27203726068246e-09,1.3548015653122,0.442,0.159,8.19547172683136e-05,"Gm49179","CGE","24hrvs1hr_SAL","Up"
"Cwc22",3.69519220928189e-09,0.703809701055994,0.869,0.626,9.25534792658835e-05,"Cwc22","CGE","24hrvs1hr_SAL","Up"
"Hspa8",4.68399413729339e-09,-1.57810019291255,0.372,0.551,0.000117320001156788,"Hspa8","CGE","24hrvs1hr_SAL","Down"
"Gapdh",7.96002330230201e-09,-2.51642603502822,0.116,0.336,0.000199374703652758,"Gapdh","CGE","24hrvs1hr_SAL","Down"
"Actg1",1.07671456068009e-08,-1.93321683837643,0.266,0.467,0.000269684696013543,"Actg1","CGE","24hrvs1hr_SAL","Down"
"Pank1",1.25668652070501e-08,1.06838774816151,0.296,0.07,0.000314762272840983,"Pank1","CGE","24hrvs1hr_SAL","Up"
"Dleu2",2.63219871044375e-08,1.48050710290433,0.352,0.112,0.000659286811004845,"Dleu2","CGE","24hrvs1hr_SAL","Up"
"Cep350",3.73835688062151e-08,0.933393986068052,0.422,0.159,0.00093634624788927,"Cep350","CGE","24hrvs1hr_SAL","Up"
"Ckb",3.87490127688093e-08,-1.95583871543651,0.246,0.439,0.000970546522820367,"Ckb","CGE","24hrvs1hr_SAL","Down"
"Tubb2b",8.03541156753414e-08,-1.70122863479244,0.352,0.519,0.00201262953532028,"Tubb2b","CGE","24hrvs1hr_SAL","Down"
"Ppia",9.40409793787135e-08,-1.6770408436528,0.312,0.486,0.00235544441049864,"Ppia","CGE","24hrvs1hr_SAL","Down"
"Zfyve28",1.37536810225121e-07,1.49577337178792,0.261,0.065,0.00344488448570861,"Zfyve28","CGE","24hrvs1hr_SAL","Up"
"L3mbtl3",2.19839057040803e-07,1.68590881516028,0.302,0.093,0.00550630886170098,"L3mbtl3","CGE","24hrvs1hr_SAL","Up"
"Eefsec",3.83969083261715e-07,1.30951452069984,0.347,0.126,0.00961727362845616,"Eefsec","CGE","24hrvs1hr_SAL","Up"
"Ctif",3.95941598602489e-07,0.828096548871653,0.497,0.229,0.00991714922019655,"Ctif","CGE","24hrvs1hr_SAL","Up"
"Tubb5",4.04778381584287e-07,-1.41863720228988,0.362,0.523,0.0101384841235416,"Tubb5","CGE","24hrvs1hr_SAL","Down"
"Slc38a9",6.4179859424965e-07,1.00552908480949,0.447,0.192,0.016075129390171,"Slc38a9","CGE","24hrvs1hr_SAL","Up"
"Brwd3",6.42304971010369e-07,0.886793888786171,0.387,0.15,0.0160878126088967,"Brwd3","CGE","24hrvs1hr_SAL","Up"
"Epb41l5",6.4507261183055e-07,1.61267929376243,0.296,0.098,0.0161571337085198,"Epb41l5","CGE","24hrvs1hr_SAL","Up"
"Zeb1",7.42377112253276e-07,1.26405619942648,0.543,0.28,0.0185943195306078,"Zeb1","CGE","24hrvs1hr_SAL","Up"
"Csnk2a2",8.34091661347486e-07,1.02821991094518,0.382,0.15,0.0208914938417705,"Csnk2a2","CGE","24hrvs1hr_SAL","Up"
"Rbmx",8.9076981682172e-07,1.25678662113543,0.332,0.121,0.0223111116019336,"Rbmx","CGE","24hrvs1hr_SAL","Up"
"Smad4",1.07189515749123e-06,1.33022524182288,0.261,0.075,0.0268477580096829,"Smad4","CGE","24hrvs1hr_SAL","Up"
"Slc16a7",1.09752023842512e-06,0.838868998965689,0.462,0.201,0.0274895894118341,"Slc16a7","CGE","24hrvs1hr_SAL","Up"
"Cdc37l1",1.12490376891363e-06,0.966900884150107,0.407,0.173,0.0281754646999798,"Cdc37l1","CGE","24hrvs1hr_SAL","Up"
"Lrch3",1.132145233748e-06,0.68163899649848,0.563,0.28,0.0283568416696861,"Lrch3","CGE","24hrvs1hr_SAL","Up"
"Atxn2",1.88386373934046e-06,0.762945697993561,0.623,0.36,0.0471851350792605,"Atxn2","CGE","24hrvs1hr_SAL","Up"
"Brinp2",1.97470950863969e-06,1.66687443787768,0.332,0.136,0.0494605490628983,"Brinp2","CGE","24hrvs1hr_SAL","Up"
