"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",4.80127380016001e-75,-1.33028102826082,0.967,0.998,1.20257504872608e-70,"Gm42418","Astrocytes","24hrvs1hr_PTZ","Down"
"Cwc22",9.15153242765209e-31,-1.8612136243674,0.382,0.696,2.29218432715402e-26,"Cwc22","Astrocytes","24hrvs1hr_PTZ","Down"
"Cst3",1.76782351074015e-27,-1.06437537439059,0.895,0.957,4.42786754735084e-23,"Cst3","Astrocytes","24hrvs1hr_PTZ","Down"
"Slc1a3",2.17544100355973e-24,-0.786086962880986,0.928,0.981,5.44882708161606e-20,"Slc1a3","Astrocytes","24hrvs1hr_PTZ","Down"
"Sparcl1",1.60958966108912e-22,-1.00872678657241,0.812,0.924,4.03153922412992e-18,"Sparcl1","Astrocytes","24hrvs1hr_PTZ","Down"
"AY036118",2.02478058058199e-18,-1.18948839978505,0.501,0.696,5.07146792018372e-14,"AY036118","Astrocytes","24hrvs1hr_PTZ","Down"
"Azin1",8.21830323245234e-16,-2.01778778428751,0.238,0.466,2.05843841063234e-11,"Azin1","Astrocytes","24hrvs1hr_PTZ","Down"
"Cpe",1.3930171303833e-14,-0.703642077874308,0.82,0.907,3.48909000647105e-10,"Cpe","Astrocytes","24hrvs1hr_PTZ","Down"
"Gpm6a",3.34201374555117e-13,-0.580253233091028,0.878,0.919,8.37074182848201e-09,"Gpm6a","Astrocytes","24hrvs1hr_PTZ","Down"
"Apoe",3.80734839467456e-12,-0.673408175156071,0.942,0.96,9.53626552414138e-08,"Apoe","Astrocytes","24hrvs1hr_PTZ","Down"
"Slco1c1",8.20269910480138e-12,-0.823565494867204,0.684,0.812,2.0545300447796e-07,"Slco1c1","Astrocytes","24hrvs1hr_PTZ","Down"
"Gja1",2.5015081635105e-11,-1.19888049200326,0.407,0.58,6.26552749714475e-07,"Gja1","Astrocytes","24hrvs1hr_PTZ","Down"
"Mt1",2.86881082988269e-11,-2.17987563075059,0.083,0.261,7.18551048560718e-07,"Mt1","Astrocytes","24hrvs1hr_PTZ","Down"
"Scd2",3.31957242789626e-11,-0.993526412668376,0.629,0.717,8.31453306015177e-07,"Scd2","Astrocytes","24hrvs1hr_PTZ","Down"
"Kcnn2",1.23465146756357e-10,-1.01382007853378,0.604,0.698,3.09243153080647e-06,"Kcnn2","Astrocytes","24hrvs1hr_PTZ","Down"
"Snrnp70",1.54785145707162e-10,0.719066548418716,0.773,0.537,3.8769035445273e-06,"Snrnp70","Astrocytes","24hrvs1hr_PTZ","Up"
"Tnfaip8",2.29270794970758e-10,1.13281086209924,0.421,0.202,5.74254560163256e-06,"Tnfaip8","Astrocytes","24hrvs1hr_PTZ","Up"
"Dpf3",3.84560041478206e-10,1.08440324263223,0.355,0.152,9.63207535890462e-06,"Dpf3","Astrocytes","24hrvs1hr_PTZ","Up"
"Zeb2",1.59909300745286e-09,0.789723569149663,0.604,0.368,4.00524825576717e-05,"Zeb2","Astrocytes","24hrvs1hr_PTZ","Up"
"Mlc1",3.01006983769589e-09,-1.13339244357444,0.305,0.48,7.53932192247688e-05,"Mlc1","Astrocytes","24hrvs1hr_PTZ","Down"
"Pik3r3",3.83353367799837e-09,1.35289023242278,0.296,0.124,9.60185180328252e-05,"Pik3r3","Astrocytes","24hrvs1hr_PTZ","Up"
