"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm42418",1.31511258565069e-135,-0.950024103625607,0.997,0.998,3.29396249327928e-131,"Gm42418","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"AY036118",4.76826539993868e-76,-1.11726449839072,0.932,0.933,1.19430743472264e-71,"AY036118","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Msra",1.08150025631081e-65,0.605039447021148,0.996,0.964,2.70883369198169e-61,"Msra","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Tuba1a",1.73831704733329e-63,-1.82735052284722,0.871,0.904,4.35396270845569e-59,"Tuba1a","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Ubb",1.58827797598535e-53,-2.68175873151195,0.191,0.479,3.97815984645052e-49,"Ubb","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Tubb2b",2.31876019239232e-48,-1.94924744818795,0.544,0.675,5.80779865388505e-44,"Tubb2b","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Tubb2a",4.60509878069699e-48,-1.67082953251856,0.648,0.741,1.15343909160117e-43,"Tubb2a","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Actg1",4.73411212014669e-47,-1.76734248222931,0.493,0.654,1.18575306273314e-42,"Actg1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Gapdh",6.96599572656916e-45,-2.36754585476124,0.228,0.47,1.74477294963378e-40,"Gapdh","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Actb",3.36266747054959e-44,-1.68289181505393,0.644,0.742,8.42247321348556e-40,"Actb","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Hsp90aa1",7.92402694074919e-40,-1.63582792091706,0.442,0.598,1.98473102784945e-35,"Hsp90aa1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Gm47283",9.24172678695915e-38,-1.60601217806574,0.646,0.711,2.31477530832966e-33,"Gm47283","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Lrrtm4",1.9323182037129e-36,-0.249304836124053,0.407,0.429,4.8398774048397e-32,"Lrrtm4","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Syne1",4.52586571722357e-36,-0.568718489865307,0.574,0.53,1.13359358619299e-31,"Syne1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Ppia",1.37052456361292e-34,-1.58007119736039,0.535,0.634,3.43275287448127e-30,"Ppia","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Lncpint",9.78728345379095e-34,-1.09344020450783,0.467,0.407,2.45142088667102e-29,"Lncpint","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Hsp90ab1",4.97767298474567e-33,-1.35707897105099,0.574,0.636,1.24675775248925e-28,"Hsp90ab1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Tubb5",9.43019630221633e-33,-1.5775494653407,0.607,0.694,2.36198126781612e-28,"Tubb5","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Frmd4a",2.43590172572772e-31,0.452679020629692,0.997,0.94,6.10120305243021e-27,"Frmd4a","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Aldoa",5.11014187896036e-30,-2.0241097037169,0.192,0.343,1.2799372364232e-25,"Aldoa","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Slit3",2.05645849465942e-29,0.379665539985432,0.997,0.961,5.15081159157345e-25,"Slit3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Nell1",6.91817673708787e-29,0.266332099064019,0.872,0.715,1.7327957273384e-24,"Nell1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Atp1b1",7.31861895462142e-26,-0.869921232576436,0.894,0.875,1.83309448956403e-21,"Atp1b1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Snap25",1.13484537111736e-25,-0.257770400101499,0.812,0.752,2.84244720103766e-21,"Snap25","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Neto1",1.23516887672668e-25,-0.156916937096705,0.518,0.428,3.09372748553731e-21,"Neto1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","pValue"
"Hs3st4",1.72681735705275e-25,-0.828050698218047,0.436,0.484,4.32515943421003e-21,"Hs3st4","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Lrrtm3",1.86871943373051e-25,-0.3963006615667,0.278,0.297,4.6805815656648e-21,"Lrrtm3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Hspa8",2.45669168753177e-25,-1.42439251833707,0.565,0.671,6.15327566976082e-21,"Hspa8","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Cdk14",1.83297297494074e-24,-0.181090214879406,0.661,0.548,4.59104741033407e-20,"Cdk14","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","pValue"
"Enc1",7.61434993620922e-24,-1.93559338349637,0.143,0.263,1.90716622852232e-19,"Enc1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Nckap5",1.40168043197694e-23,0.346971416479289,0.929,0.701,3.51078897797264e-19,"Nckap5","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Grin2b",1.66195366661157e-23,0.138387811115042,1,0.998,4.16269534876201e-19,"Grin2b","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","pValue"
"Tubb3",2.24254843375586e-23,-1.27855921716672,0.576,0.595,5.6169110620283e-19,"Tubb3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Cfl1",2.95970757064232e-23,-1.54641999117363,0.278,0.37,7.41317955218781e-19,"Cfl1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Csmd3",1.34377909890548e-22,-0.29590378933493,0.989,0.963,3.36576350902855e-18,"Csmd3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Calm1",1.46544609503067e-22,-0.960728263674298,0.646,0.6,3.67050283422332e-18,"Calm1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Hcrtr2",1.58538141819513e-21,0.635111751467762,0.397,0.166,3.97090483815335e-17,"Hcrtr2","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Ahi1",2.51180384568231e-21,0.374931458358743,0.992,0.902,6.29131509228049e-17,"Ahi1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Tuba1b",3.13701724714472e-21,-1.68300579629552,0.26,0.404,7.85728709892339e-17,"Tuba1b","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Uchl1",4.43844462053778e-20,-1.28704494979027,0.423,0.498,1.1116972241061e-15,"Uchl1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Trpc5",5.26495449225056e-20,0.754383663301839,0.8,0.5,1.318713151674e-15,"Trpc5","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Snhg11",9.21314555421999e-20,-0.319761536883195,0.998,0.986,2.30761656696548e-15,"Snhg11","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Gm11906",1.2163636430318e-19,0.776877771980351,0.538,0.255,3.04662601670176e-15,"Gm11906","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Gm49678",1.24594651876613e-19,0.368692312971316,0.881,0.744,3.12072224555353e-15,"Gm49678","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Arpp21",1.82212304479879e-19,0.339600001380682,0.997,0.952,4.56387159030753e-15,"Arpp21","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Epha6",2.13194929538829e-19,0.415825082353052,0.964,0.931,5.33989340015905e-15,"Epha6","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Sox5",2.19129510341225e-19,-0.338426261746616,0.677,0.641,5.48853684551667e-15,"Sox5","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Ntm",2.91886925766459e-19,0.261379534505759,0.978,0.947,7.31089182967249e-15,"Ntm","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Prkag2",4.80513854886971e-19,-0.719909517736508,0.52,0.407,1.2035430523354e-14,"Prkag2","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"mt-Co1",1.56740862289005e-18,-1.37226658098811,0.43,0.544,3.92588837775271e-14,"mt-Co1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"mt-Co3",2.15837020386599e-18,-1.22742560139273,0.6,0.713,5.40606984962315e-14,"mt-Co3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Tnr",3.37964034298753e-18,-0.398302007469403,0.712,0.583,8.46498516708087e-14,"Tnr","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Specc1",4.04586353734135e-18,-1.18037829692061,0.237,0.276,1.01336744019789e-13,"Specc1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Ckb",4.2031219644237e-18,-1.41946892413867,0.346,0.416,1.0527559584292e-13,"Ckb","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Khdrbs3",5.4434403656697e-18,-0.437429939541342,0.88,0.771,1.36341850838929e-13,"Khdrbs3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Calm3",8.28176684410111e-18,-1.69544645984971,0.198,0.296,2.07433414144201e-13,"Calm3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Mpp6",8.39153570998968e-18,0.706162429565117,0.848,0.478,2.10182794928112e-13,"Mpp6","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Agbl4",9.49595778974003e-18,-0.180462419991336,0.829,0.723,2.37845254759619e-13,"Agbl4","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","pValue"
"Stmn3",1.71133188343429e-17,-0.955321258658743,0.608,0.583,4.28637296843787e-13,"Stmn3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Sema3c",3.51407357328898e-17,0.609618349096229,0.509,0.194,8.80170007901692e-13,"Sema3c","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"Malat1",4.05613781305113e-17,-0.0714556018216106,1,1,1.01594083803492e-12,"Malat1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","pValue"
"Rit2",5.0696703140249e-17,-0.232348124834165,0.746,0.634,1.26980032355382e-12,"Rit2","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Nrg3",5.22714025873091e-17,-0.0213994166601186,1,0.999,1.30924182060433e-12,"Nrg3","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","pValue"
"Negr1",5.31629283951656e-17,-0.285843473503343,0.793,0.779,1.33157186751371e-12,"Negr1","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Down","Sig"
"Gm4258",6.45531470507335e-17,0.885089944506583,0.866,0.5,1.61686267417972e-12,"Gm4258","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
"9530059O14Rik",8.25638020571127e-17,0.86250734945589,0.888,0.549,2.0679755501245e-12,"9530059O14Rik","ExcitatoryNeuronsCA1","24hrvs1hr_SAL","Up","Sig"
