"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",1.35843968210752e-91,-0.869085277151777,1,0.996,3.4024838717747e-87,"Gm42418","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Tuba1a",1.26950182705533e-65,-1.93323671733995,0.807,0.932,3.17972122622549e-61,"Tuba1a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"AY036118",1.40215730768344e-64,-1.16825628017364,0.939,0.952,3.51198340855471e-60,"AY036118","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Tubb2a",1.66248026386462e-37,-1.8320966674455,0.616,0.766,4.16401431690171e-33,"Tubb2a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Tubb2b",1.28466503352475e-36,-2.23153530357988,0.456,0.689,3.21770050946945e-32,"Tubb2b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Hspa8",4.45963149861495e-34,-1.69498514009865,0.562,0.747,1.11700390145809e-29,"Hspa8","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Actb",1.52491782245757e-31,-1.65218391358731,0.633,0.747,3.81946166990949e-27,"Actb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Ubb",4.05092327891309e-28,-2.31547077691588,0.219,0.509,1.01463475366936e-23,"Ubb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Hsp90aa1",8.14498309037981e-28,-1.71354247852739,0.466,0.669,2.04007391464743e-23,"Hsp90aa1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Hsp90ab1",6.33810880300026e-25,-1.4336423721992,0.621,0.707,1.58750611188748e-20,"Hsp90ab1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Atp6v0c",1.24209638126101e-24,-1.43827265565849,0.548,0.697,3.11107880614446e-20,"Atp6v0c","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Upp2",2.56425507387548e-24,1.0331085962044,0.635,0.263,6.42268968353593e-20,"Upp2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Gm47283",2.81188296144209e-24,-1.57179634204626,0.668,0.752,7.04292325352401e-20,"Gm47283","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"mt-Co3",3.52894789965203e-24,-1.50675599580514,0.588,0.717,8.83895580425843e-20,"mt-Co3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Actg1",2.10486914512681e-23,-1.55214171343119,0.551,0.671,5.27206574779913e-19,"Actg1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"mt-Co1",7.08036446568506e-21,-1.6891281502536,0.424,0.605,1.77341888772014e-16,"mt-Co1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Dynlt1a",1.56551446235072e-19,1.37949707205207,0.438,0.152,3.92114407384986e-15,"Dynlt1a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ppia",1.61387683656522e-19,-1.54120421564668,0.539,0.655,4.04227731254492e-15,"Ppia","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Tubb5",2.00552965699303e-19,-1.50412973013431,0.614,0.679,5.02325013187043e-15,"Tubb5","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Gm16183",1.25171135729686e-17,0.789476871337768,0.616,0.287,3.13516143662144e-13,"Gm16183","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Pabpc1",1.16018880530565e-16,0.690529430960726,0.725,0.391,2.90592490064907e-12,"Pabpc1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"A230004M16Rik",1.646721375506e-16,1.43273850255623,0.264,0.058,4.12454302922987e-12,"A230004M16Rik","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Rapgef4",1.68863995781296e-16,0.458662772288258,0.939,0.754,4.22953650233411e-12,"Rapgef4","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Gm4258",2.48085319861508e-16,0.731828416966293,0.864,0.609,6.21379300657118e-12,"Gm4258","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Tuba1b",2.525909126093e-16,-1.81863327364239,0.275,0.465,6.32664458812512e-12,"Tuba1b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Gapdh",3.45601113323481e-16,-1.98945281534313,0.278,0.457,8.65627108541324e-12,"Gapdh","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Gm28750",4.63421747980645e-16,0.803295837060089,0.499,0.204,1.16073245216712e-11,"Gm28750","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Uchl1",5.94435538830794e-16,-1.26981377946365,0.541,0.637,1.48888269410949e-11,"Uchl1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Cwc22",7.20876949434702e-16,0.481250540071312,0.969,0.868,1.8055804952491e-11,"Cwc22","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ckb",1.07871550822945e-15,-1.6793079149337,0.339,0.501,2.7018587334623e-11,"Ckb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Mir670hg",1.52602974425326e-15,0.933594497082266,0.405,0.15,3.82224670043115e-11,"Mir670hg","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Frmd4a",1.78934047113526e-15,0.350855956671733,0.991,0.966,4.48176107805248e-11,"Frmd4a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Rtn1",3.47026995019184e-15,-0.558817747422419,0.974,0.95,8.6919851442455e-11,"Rtn1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Serac1",3.49601237177119e-15,1.23265211429908,0.322,0.096,8.7564621875753e-11,"Serac1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Gm49179",7.50171982007242e-15,0.696343603002938,0.553,0.248,1.87895576333354e-10,"Gm49179","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ino80dos",1.39927702469676e-14,0.950589564784648,0.322,0.1,3.50476916375797e-10,"Ino80dos","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ahi1",3.73455847915527e-14,0.365653195189115,0.991,0.966,9.3539486227402e-10,"Ahi1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Stmn3",3.92321497415692e-14,-1.11430667903117,0.624,0.681,9.82647654577084e-10,"Stmn3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Sema3c",7.2373118408775e-14,0.39974440255594,0.504,0.214,1.81272949678459e-09,"Sema3c","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ston2",1.18999408522537e-13,0.89830331191344,0.374,0.138,2.98057818526399e-09,"Ston2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ccni",1.3955880840407e-13,1.14502528039709,0.322,0.108,3.49552947409674e-09,"Ccni","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Atp5b",2.27707247984555e-13,-1.07642828576069,0.581,0.639,5.70338344026915e-09,"Atp5b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
"Bcl2l1",4.39870532839294e-13,0.84996057172636,0.301,0.094,1.10174372360258e-08,"Bcl2l1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ncoa3",6.09179715935818e-13,0.629140862141148,0.428,0.174,1.52581243450444e-08,"Ncoa3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Ankrd27",6.70151045656803e-13,0.86107588135762,0.376,0.148,1.67852732405659e-08,"Ankrd27","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"C78859",7.50584382811218e-13,0.602205664688561,0.638,0.331,1.87998870362726e-08,"C78859","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Kcnq1ot1",8.55174490198302e-13,0.584500186226179,0.845,0.575,2.14195554559969e-08,"Kcnq1ot1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Rnf121",1.15017077859648e-12,0.638706018232902,0.659,0.355,2.8808327491506e-08,"Rnf121","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Gm26871",1.56987243515962e-12,0.32417320785258,0.995,0.984,3.93205948834431e-08,"Gm26871","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
"Trerf1",1.58699942914003e-12,0.594659592994658,0.52,0.244,3.97495747016704e-08,"Trerf1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
