"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Meg3",1.18444954105075e-39,0.637544641672879,1,1,2.96669076546981e-35,"Meg3","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Gm42418",1.59473914488501e-34,-0.867011175471603,1,1,3.99434313619348e-30,"Gm42418","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Down"
"Dalrd3",3.0441756084169e-34,1.945207850929,0.856,0.387,7.62474664640181e-30,"Dalrd3","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Uty",1.81339859900627e-33,1.7510384560436,0.748,0.253,4.54201947093101e-29,"Uty","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Eif2s3y",4.84068720090238e-31,2.06789366849671,0.59,0.166,1.21244692321002e-26,"Eif2s3y","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Asic2",2.40538816167059e-28,1.18021620978513,1,0.918,6.02477572853632e-24,"Asic2","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Jph4",1.27673458744538e-26,1.43405963445786,0.878,0.412,3.19783712117443e-22,"Jph4","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Tcf4",7.4914344798688e-26,0.784497031808246,1,0.981,1.87637959417274e-21,"Tcf4","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Cpt1c",7.60744210097757e-26,1.45589987258971,0.856,0.473,1.90543602303185e-21,"Cpt1c","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Gm4258",1.88848665732946e-25,1.35626288765447,0.921,0.62,4.7300925306131e-21,"Gm4258","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Pabpn1",6.90632221715129e-25,1.14897710563361,0.957,0.633,1.72982652572988e-20,"Pabpn1","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Rims2",2.10249495699634e-24,-1.2087500686235,0.942,0.977,5.26611911878872e-20,"Rims2","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Down"
"Gpr158",1.00179474501305e-23,-1.66355177733205,0.64,0.878,2.50919529783419e-19,"Gpr158","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Down"
"Srgap1",1.40063092082245e-22,1.40845124470263,0.727,0.343,3.50816026738398e-18,"Srgap1","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
"Plcb1",2.95906222537787e-22,-1.00238422606323,0.964,0.97,7.41156315590396e-18,"Plcb1","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Down"
"Lncpint",5.93465505413037e-22,-1.69013984284875,0.799,0.859,1.48645305140803e-17,"Lncpint","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Down"
"March4",1.70687743183514e-21,1.85765701728708,0.518,0.177,4.27521590351748e-17,"March4","L23ExcitatoryNeurons","24hrvs1hr_PTZ","Up"
